"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2016"
"Tanzania","TZA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Tanzania","TZA","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Thailand","THA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",74.43
"Thailand","THA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Thailand","THA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Thailand","THA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.8817443847656
"Thailand","THA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Thailand","THA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Thailand","THA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Thailand","THA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Thailand","THA","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Timor-Leste","TLS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",6.92
"Timor-Leste","TLS","Access to electricity (% of population)","EG.ELC.ACCS.ZS",63.3941383361816
"Timor-Leste","TLS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",49.2153775073931
"Timor-Leste","TLS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",91.6654663085938
"Timor-Leste","TLS","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Timor-Leste","TLS","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Timor-Leste","TLS","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Timor-Leste","TLS","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Timor-Leste","TLS","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Togo","TGO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",6.71
"Togo","TGO","Access to electricity (% of population)","EG.ELC.ACCS.ZS",46.9283752441406
"Togo","TGO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",19.3940557556804
"Togo","TGO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",87.4421997070313
"Togo","TGO","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Togo","TGO","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Togo","TGO","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Togo","TGO","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Togo","TGO","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Tonga","TON","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",59.17
"Tonga","TON","Access to electricity (% of population)","EG.ELC.ACCS.ZS",97.02
"Tonga","TON","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",96.56
"Tonga","TON","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",98.63
"Tonga","TON","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Tonga","TON","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Tonga","TON","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Tonga","TON","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Tonga","TON","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Trinidad and Tobago","TTO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",99.26
"Trinidad and Tobago","TTO","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Trinidad and Tobago","TTO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Trinidad and Tobago","TTO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Trinidad and Tobago","TTO","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Trinidad and Tobago","TTO","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Trinidad and Tobago","TTO","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Trinidad and Tobago","TTO","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Trinidad and Tobago","TTO","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Tunisia","TUN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",99.1
"Tunisia","TUN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Tunisia","TUN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Tunisia","TUN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Tunisia","TUN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Tunisia","TUN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Tunisia","TUN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Tunisia","TUN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Tunisia","TUN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Turkey","TUR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Turkey","TUR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Turkey","TUR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Turkey","TUR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Turkey","TUR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Turkey","TUR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Turkey","TUR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Turkey","TUR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Turkey","TUR","GINI index (World Bank estimate)","SI.POV.GINI",41.9
"Uganda","UGA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",0.770000000000004
"Uganda","UGA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",26.7
"Uganda","UGA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",18
"Uganda","UGA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",57.5
"Uganda","UGA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Uganda","UGA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Uganda","UGA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Uganda","UGA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Uganda","UGA","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Ukraine","UKR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",95.73
"Ukraine","UKR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Ukraine","UKR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Ukraine","UKR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Ukraine","UKR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Ukraine","UKR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Ukraine","UKR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Ukraine","UKR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Ukraine","UKR","GINI index (World Bank estimate)","SI.POV.GINI",25
"United Arab Emirates","ARE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",98.51
"United Arab Emirates","ARE","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"United Arab Emirates","ARE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"United Arab Emirates","ARE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"United Arab Emirates","ARE","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"United Arab Emirates","ARE","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"United Arab Emirates","ARE","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"United Arab Emirates","ARE","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"United Arab Emirates","ARE","GINI index (World Bank estimate)","SI.POV.GINI",NA
"United Kingdom","GBR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"United Kingdom","GBR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"United Kingdom","GBR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"United Kingdom","GBR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"United Kingdom","GBR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"United Kingdom","GBR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"United Kingdom","GBR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"United Kingdom","GBR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"United Kingdom","GBR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"United States","USA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"United States","USA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"United States","USA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"United States","USA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"United States","USA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"United States","USA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"United States","USA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"United States","USA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"United States","USA","GINI index (World Bank estimate)","SI.POV.GINI",41.5
"Uruguay","URY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",97.97
"Uruguay","URY","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Uruguay","URY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Uruguay","URY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Uruguay","URY","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Uruguay","URY","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Uruguay","URY","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Uruguay","URY","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Uruguay","URY","GINI index (World Bank estimate)","SI.POV.GINI",39.7
"Venezuela, RB","VEN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",96.16
"Venezuela, RB","VEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",99.6038360595703
"Venezuela, RB","VEN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",96.3843754389501
"Venezuela, RB","VEN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Venezuela, RB","VEN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Venezuela, RB","VEN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Venezuela, RB","VEN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Venezuela, RB","VEN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Venezuela, RB","VEN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Vietnam","VNM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",66.92
"Vietnam","VNM","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Vietnam","VNM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Vietnam","VNM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Vietnam","VNM","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Vietnam","VNM","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
